Date,Total Revenue,CloudCover,Temperature,WindSpeed,WeatherCode,KielerWeek,Holiday,Easter,Year,Weekday,Season,TempLevel,NextDayHoliday,Revenue prod 1,Revenue prod 2,Revenue prod 3,Revenue prod 4,Revenue prod 5,Revenue prod 6,IsSummer,IsWeekend,TempHigherThanYesterday,Month,Lag7_Total_Revenue,IsNewYearsEve,IsHalloween,year_sin1,year_cos1,year_sin2,year_cos2,year_sin3,year_cos3
2013-07-01,1269.24910731998,6.0,17.8375,15.0,20.0,False,True,0.0,2013.0,Monday,Summer,low,True,148.828353112183,535.856284785361,201.198425690037,65.890168799361,317.475874933038,0.0,True,False,False,7,,False,False,0.0,1.0,0.0,1.0,0.0,1.0
2013-07-02,1430.0083973267333,3.0,17.3125,10.0,,False,True,0.0,2013.0,Tuesday,Summer,low,True,159.79375714468,546.780787392297,265.261253994438,74.5439171827412,383.628681612577,0.0,True,False,False,7,,False,False,0.017201575418260506,0.9998520419557735,0.03439806061360801,0.9994082116062598,0.051584366869408364,0.9986686402879997
2013-07-03,1124.2748941201457,7.0,21.075,6.0,61.0,False,True,0.0,2013.0,Wednesday,Summer,medium,True,111.885593514353,427.343258749983,210.260241465493,69.2627280649987,305.523072325318,0.0,True,False,True,7,,False,False,0.03439806061360801,0.9994082116062598,0.06875540848113941,0.9976335468520451,0.10303137904317879,0.9946781061893646
2013-07-04,1184.3095670178782,7.0,18.85,7.0,20.0,False,True,0.0,2013.0,Thursday,Summer,medium,True,168.864940979931,454.859641347987,190.686641378586,61.490175369225,308.408167942149,0.0,True,False,False,7,,False,False,0.051584366869408364,0.9986686402879997,0.10303137904317879,0.9946781061893646,0.1542040475626894,0.988039023376751
2013-07-05,1288.0230602120182,5.0,19.975,12.0,,False,True,0.0,2013.0,Friday,Summer,medium,True,171.280754117955,492.818804066088,181.644870215041,86.7598614451924,355.518770367742,0.0,True,False,True,7,,False,False,0.06875540848113941,0.9976335468520451,0.13718540405660057,0.9905453876091833,0.20496611396949532,0.9787690698649216
2013-07-06,1540.5298975581647,0.0,18.9625,8.0,,False,True,0.0,2013.0,Saturday,Summer,medium,True,174.552359998476,631.906068038484,291.557959835153,80.6465768881107,361.866932797941,0.0,True,True,False,7,,False,False,0.08590610426133272,0.9963032375991965,0.17117705961019986,0.985240282501282,0.2551824131233728,0.9668929289391521
2013-07-07,1532.3729274131556,0.0,21.375,9.0,,False,True,0.0,2013.0,Sunday,Summer,medium,True,92.6377553788373,695.25572963054,279.665938833443,94.6039024817053,370.20960108863,0.0,True,True,True,7,,False,False,0.10303137904317879,0.9946781061893646,0.20496611396949532,0.9787690698649216,0.3047192331091634,0.9524422234305676
2013-07-08,1203.9216946232323,0.0,22.725,10.0,5.0,False,True,0.0,2013.0,Monday,Summer,medium,True,135.500244042392,538.529249911711,195.158794309303,49.5000238633042,285.233382496522,0.0,True,False,True,7,1269.24910731998,False,False,0.1201261651823505,0.9927586335250793,0.23851257519407648,0.9711394088771653,0.3534446712740877,0.9354554315134164
2013-07-09,1385.1123293468459,0.0,23.275,8.0,,False,True,0.0,2013.0,Tuesday,Summer,medium,True,136.048382778344,585.957264698849,245.808338509722,75.2089975834558,342.089345776475,0.0,True,False,True,7,1430.0083973267333,False,False,0.13718540405660057,0.9905453876091833,0.2717767384711357,0.9623603298276545,0.4012289854475009,0.9159777842484877
2013-07-10,1384.7659389826279,2.0,19.6875,13.0,5.0,False,True,0.0,2013.0,Wednesday,Summer,medium,True,135.132314289581,567.365764527953,265.109142544045,73.8056511129258,343.353066508123,0.0,True,False,False,7,1124.2748941201457,False,False,0.1542040475626894,0.988039023376751,0.3047192331091634,0.9524422234305676,0.44794493940789115,0.8940611451454876
2013-07-11,1326.8616313035402,0.0,21.375,12.0,5.0,False,True,0.0,2013.0,Thursday,Summer,medium,True,138.549392636714,569.109374584873,234.65807920749,68.6330279122302,315.911756962233,0.0,True,False,True,7,1184.3095670178782,False,False,0.17117705961019986,0.985240282501282,0.3373010691361842,0.9413968285264122,0.49346814167723735,0.8697638720650646
2013-07-12,1354.717013539311,0.0,20.2875,7.0,,False,True,0.0,2013.0,Friday,Summer,medium,True,101.447511461298,600.267914678783,290.199097765019,0.0,362.802489634211,0.0,True,False,False,7,1288.0230602120182,False,False,0.18809941761179758,0.9821499931752291,0.3694836834473831,0.9292372181882051,0.5376773767406141,0.8431506618282
2013-07-13,1661.8613816349975,1.0,20.125,12.0,,False,True,0.0,2013.0,Saturday,Summer,medium,True,141.233309883732,747.140776382576,340.046632736531,74.2744737887665,359.166188843392,0.0,True,True,False,7,1540.5298975581647,False,False,0.20496611396949532,0.9787690698649216,0.4012289854475009,0.9159777842484877,0.580454927809098,0.8142923779467267
2013-07-14,1786.553765281086,5.0,17.6875,15.0,5.0,False,True,0.0,2013.0,Sunday,Summer,low,True,112.524365708762,777.048841669282,320.626816189556,115.271617188867,461.082124524619,0.0,True,True,False,7,1532.3729274131556,False,False,0.22177215755648186,0.975098513039961,0.4324994021339788,0.901634220265486,0.6216868902665479,0.7832658619336791
2013-07-15,1481.963405858342,6.0,18.7375,12.0,,False,True,0.0,2013.0,Monday,Summer,medium,True,161.264677322182,596.995099998235,243.526401440661,99.4935305857439,380.68369651152,0.0,True,False,True,7,1203.9216946232323,False,False,0.23851257519407648,0.9711394088771653,0.4632579225674917,0.88622350294858,0.6612634749656386,0.7501537286959042
2013-07-16,1375.2489950082643,1.0,21.1875,10.0,,False,True,0.0,2013.0,Tuesday,Summer,medium,True,116.821358174215,558.797138274201,287.415464972525,91.7796976081033,320.43533597922,0.0,True,False,True,7,1385.1123293468459,False,False,0.2551824131233728,0.9668929289391521,0.49346814167723735,0.8697638720650646,0.6990793005655562,0.7150441465537444
2013-07-17,1477.670323685468,5.0,22.5125,8.0,,False,True,0.0,2013.0,Wednesday,Summer,medium,True,150.572919592838,628.325718978073,301.777437970497,0.0,396.99424714406,0.0,True,False,True,7,1384.7659389826279,False,False,0.2717767384711357,0.9623603298276545,0.5230943033491326,0.8522748088519838,0.7350336741329412,0.6780306024735382
2013-07-18,1389.7541924313455,1.0,23.25,11.0,5.0,False,True,0.0,2013.0,Thursday,Summer,medium,True,101.90072129658,647.822253705942,250.426586853024,89.2058404577425,300.398790118057,0.0,True,False,True,7,1326.8616313035402,False,False,0.2882906407095177,0.9575429528116719,0.5521013427459208,0.8337770129585915,0.7690308592589181,0.6392116531380588
2013-07-19,1527.0763604307554,3.0,22.475,16.0,5.0,False,True,0.0,2013.0,Friday,Summer,medium,True,161.63511518654,646.788959790823,287.18828629416,62.0636098816993,369.400389277533,0.0,True,False,False,7,1354.717013539311,False,False,0.3047192331091634,0.9524422234305676,0.580454927809098,0.8142923779467267,0.8009803309782905,0.5986906625177214
2013-07-20,1788.2360322693241,0.0,23.1875,8.0,,False,True,0.0,2013.0,Saturday,Summer,medium,True,134.328076682024,843.051280035386,394.765674710477,69.9369965472912,346.154004294146,0.0,True,True,True,7,1661.8613816349975,False,False,0.321057654185271,0.9470596510722283,0.6081214998935418,0.7938439653781019,0.8307970168121247,0.5565755266413303
2013-07-21,1599.0157338099675,0.0,26.375,8.0,,False,True,0.0,2013.0,Sunday,Summer,high,True,66.2887578161955,815.942264195776,346.658236387984,82.6826868784511,287.443788531561,0.0,True,True,True,7,1786.553765281086,False,False,0.3373010691361842,0.9413968285264122,0.6350683134867438,0.7724559775191742,0.8584015232918917,0.512978386299228
2013-07-22,1532.438770398039,0.0,26.1,9.0,,False,True,0.0,2013.0,Monday,Summer,high,True,131.223948997842,647.682748973215,297.712614415266,99.3353908053911,356.484067206325,0.0,True,False,False,7,1481.963405858342,False,False,0.3534446712740877,0.9354554315134164,0.6612634749656386,0.7501537286959042,0.8837203473619977,0.4680153284438345
2013-07-23,1511.4861602726614,0.0,24.95,12.0,,False,True,0.0,2013.0,Tuesday,Summer,high,True,110.315246796665,691.043662205889,323.301431663341,70.5290024618065,316.29681714496,0.0,True,False,False,7,1375.2489950082643,False,False,0.3694836834473831,0.9292372181882051,0.6866759803451553,0.726963615332308,0.9066860720977985,0.4218060770826634
2013-07-24,1579.1769061206978,3.0,24.075,11.0,,False,True,0.0,2013.0,Wednesday,Summer,medium,True,141.891908195545,698.340862077002,328.023102507764,83.5816326885927,327.339400651794,0.0,True,False,False,7,1477.670323685468,False,False,0.38541335945432564,0.9227440286201427,0.7112757519738152,0.7029130847082615,0.9272375462179537,0.374473674486883
2013-07-25,1498.84454154252,2.0,23.0875,9.0,,False,True,0.0,2013.0,Thursday,Summer,medium,True,167.701216640907,681.250768331783,280.809721012322,65.8902979709521,303.192537586556,0.0,True,False,False,7,1389.7541924313455,False,False,0.4012289854475009,0.9159777842484877,0.7350336741329412,0.6780306024735382,0.945320046913132,0.3261441535642696
2013-07-26,1602.303163851975,3.0,27.2625,6.0,,False,True,0.0,2013.0,Friday,Summer,high,True,147.272084366206,718.016648132155,352.293883343641,53.1984562311259,331.522091778847,0.0,True,False,True,7,1527.0763604307554,False,False,0.4169258813287287,0.908940487313808,0.7579216274973472,0.6523456189565257,0.9608854255574977,0.27694620226893646
2013-07-27,1758.881047587065,1.0,26.1625,10.0,,False,True,0.0,2013.0,Saturday,Summer,high,True,161.403357795112,855.619095347599,382.965879977945,0.0,358.892714466409,0.0,True,True,False,7,1788.2360322693241,False,False,0.4324994021339788,0.901634220265486,0.7799125224167177,0.6258885343075018,0.9738922359149924,0.22701082094141847
2013-07-28,1755.8025904192964,4.0,24.8875,13.0,61.0,False,True,0.0,2013.0,Sunday,Summer,high,True,86.0791432446654,871.802546455837,360.096105223697,0.0,437.824795495097,0.0,True,True,False,7,1599.0157338099675,False,False,0.44794493940789115,0.8940611451454876,0.8009803309782905,0.5986906625177214,0.984305844499033,0.17647097349152166
2013-07-29,1581.050773432065,1.0,22.7875,10.0,,False,True,0.0,2013.0,Monday,Summer,medium,True,183.564164400591,672.50214523923,356.033434735079,0.0,368.951029057165,0.0,True,False,False,7,1532.438770398039,False,False,0.4632579225674917,0.88622350294858,0.8211001178128892,0.5707841943569036,0.992098522791769,0.12546123335273648
2013-07-30,1600.8473293204288,5.0,21.075,13.0,21.0,False,True,0.0,2013.0,Tuesday,Summer,medium,True,132.111640117897,690.117757120039,354.531775116541,0.0,424.086156965952,0.0,True,False,False,7,1511.4861602726614,False,False,0.4784338202547012,0.8781236129591848,0.8402480696078469,0.5422021592729844,0.9972495210773451,0.07411742515094437
2013-07-31,1560.649380745598,5.0,20.275,16.0,65.0,False,True,0.0,2013.0,Wednesday,Summer,medium,True,144.745431773143,667.842224335937,321.075920611583,0.0,426.985804024935,0.0,True,False,False,7,1579.1769061206978,False,False,0.49346814167723735,0.8697638720650646,0.8584015232918917,0.512978386299228,0.9997451236925734,0.022576263041545485
2013-08-01,1512.7538168934125,6.0,23.4,7.0,21.0,False,True,0.0,2013.0,Thursday,Summer,medium,True,157.854023011106,667.213719343287,304.830310037868,60.5614573229725,322.294307178179,0.0,True,False,True,8,1498.84454154252,False,False,0.5083564379375122,0.8611467540480452,0.8755389928586302,0.4831474640149687,0.9995786855478958,-0.029025013321975237
2013-08-02,1537.074863033557,0.0,31.4375,7.0,,False,True,0.0,2013.0,Friday,Summer,high,True,117.359342094889,689.695100983376,379.526700654912,68.1222020855149,282.371517214865,0.0,True,False,True,8,1602.303163851975,False,False,0.5230943033491326,0.8522748088519838,0.8916401947968874,0.45274469960737107,0.9967506498213929,-0.08054900421874167
2013-08-03,2022.0929783769382,4.0,23.3625,11.0,63.0,False,True,0.0,2013.0,Saturday,Summer,medium,False,186.027178770079,930.801703150498,454.705780795563,51.2749992906831,399.283316370115,0.0,True,True,False,8,1758.881047587065,False,False,0.5376773767406141,0.8431506618282,0.9066860720977985,0.4218060770826634,0.9912685467787256,-0.13185851571739118
2013-08-04,1879.1788638421608,3.0,23.05,8.0,,False,False,0.0,2013.0,Sunday,Summer,medium,False,104.708216687715,862.752429028985,382.85648750844,67.1568816245378,461.704848992483,0.0,True,True,False,8,1755.8025904192964,False,False,0.5521013427459208,0.8337770129585915,0.9206588168102428,0.3903682146763026,0.9831469737221499,-0.1828169249850199
2013-08-05,1353.5850885584,0.0,25.8,10.0,,False,False,0.0,2013.0,Monday,Summer,high,False,146.775309890073,520.947179812455,331.615355447409,0.0,354.247243408463,0.0,True,False,True,8,1581.050773432065,False,False,0.5663619330814524,0.8241566360566663,0.9335418911179212,0.35846832151248087,0.9724075561219968,-0.23328854407545518
2013-08-06,1486.208899835055,5.0,22.225,13.0,,False,False,0.0,2013.0,Tuesday,Summer,medium,False,131.956277381283,498.920948322354,344.104806694018,69.705360420462,441.521507016938,0.0,True,False,False,8,1600.8473293204288,False,False,0.580454927809098,0.8142923779467267,0.945320046913132,0.3261441535642696,0.9590788900341131,-0.28313898122818354
2013-08-07,1528.2338963920583,4.0,19.2125,8.0,,False,False,0.0,2013.0,Wednesday,Summer,medium,False,160.593417296116,519.197204695832,341.483544581514,83.1094116270633,423.850318191533,0.0,True,False,False,8,1560.649380745598,False,False,0.5943761565849831,0.804187157621448,0.9559793438440766,0.2934339689665273,0.9431964659565866,-0.33223549871590435
2013-08-08,1499.007507138282,7.0,16.975,12.0,20.0,False,False,0.0,2013.0,Thursday,Summer,low,False,153.099424561652,486.25509543792,298.005519792868,96.7720958104522,464.87537153539,0.0,True,False,False,8,1512.7538168934125,False,False,0.6081214998935418,0.7938439653781019,0.9655071658143364,0.2603764827344581,0.9248025743285089,-0.38044736628785164
2013-08-09,1525.3931909835096,4.0,20.3375,10.0,21.0,False,False,0.0,2013.0,Friday,Summer,medium,False,125.620344387906,539.975155104136,328.22992428157,81.4817797241125,450.085987485785,0.0,True,False,True,8,1537.074863033557,False,False,0.6216868902665479,0.7832658619336791,0.9738922359149924,0.22701082094141847,0.9039461929224011,-0.42764620926777464
2013-08-10,1662.2804720349804,7.0,19.3625,12.0,61.0,False,False,0.0,2013.0,Saturday,Summer,medium,False,185.177162656408,614.511830668785,351.617029216224,59.9811123644503,450.993337129113,0.0,True,True,False,8,2022.0929783769382,False,False,0.6350683134867438,0.7724559775191742,0.981124629771712,0.19337647441020586,0.8806828564301475,-0.47370635037968
2013-08-11,1725.3536746947912,7.0,16.3875,9.0,61.0,False,False,0.0,2013.0,Sunday,Summer,low,False,73.2088330039992,666.9113081568,341.033029953849,60.7087857619079,583.491717818235,0.0,True,True,False,8,1879.1788638421608,False,False,0.6482618097757122,0.7614175109532997,0.9871957872910085,0.15951325197263655,0.8550745085896932,-0.518505144391157
2013-08-12,1371.9141698482772,7.0,16.45,11.0,63.0,False,False,0.0,2013.0,Monday,Summer,low,False,154.504729536697,510.019126480035,253.6233554703,97.7406166426712,356.026341718574,0.0,True,False,True,8,1353.5850885584,False,False,0.6612634749656386,0.7501537286959042,0.992098522791769,0.12546123335273648,0.8271893372462497,-0.5619233046832195
