Date,Holiday,NextDayHoliday,IsWeekend,Month,KielerWeek,IsNewYearsEve,IsHalloween,t,lag_1,roll7_mean,roll28_mean,year_sin1,year_cos1,year_sin2,year_cos2,Revenue,Product_2,Product_3,Product_4,Product_5,Product_6
2013-07-01,True,True,False,7,False,False,False,0,,,,0.0,1.0,0.0,1.0,148.828353112183,False,False,False,False,False
2013-07-02,True,True,False,7,False,False,False,1,1269.24910731998,,,0.0172015754182605,0.9998520419557736,0.034398060613608,0.9994082116062598,159.79375714468,False,False,False,False,False
2013-07-03,True,True,False,7,False,False,False,2,1430.0083973267333,,,0.034398060613608,0.9994082116062598,0.0687554084811394,0.9976335468520452,111.885593514353,False,False,False,False,False
2013-07-04,True,True,False,7,False,False,False,3,1124.2748941201455,,,0.0515843668694083,0.9986686402879996,0.1030313790431787,0.9946781061893646,168.864940979931,False,False,False,False,False
2013-07-05,True,True,False,7,False,False,False,4,1184.3095670178782,,,0.0687554084811394,0.9976335468520452,0.1371854040566005,0.9905453876091832,171.280754117955,False,False,False,False,False
2013-07-06,True,True,True,7,False,False,False,5,1288.0230602120182,,,0.0859061042613327,0.9963032375991964,0.1711770596101998,0.985240282501282,174.552359998476,False,False,False,False,False
2013-07-07,True,True,True,7,False,False,False,6,1540.5298975581647,,,0.1030313790431787,0.9946781061893646,0.2049661139694953,0.9787690698649216,92.6377553788373,False,False,False,False,False
2013-07-08,True,True,False,7,False,False,False,7,1532.3729274131556,1338.3954072811537,,0.1201261651823505,0.9927586335250792,0.2385125751940764,0.9711394088771652,135.500244042392,False,False,False,False,False
2013-07-09,True,True,False,7,False,False,False,8,1203.9216946232325,1329.062919753047,,0.1371854040566005,0.9905453876091832,0.2717767384711357,0.9623603298276544,136.048382778344,False,False,False,False,False
2013-07-10,True,True,False,7,False,False,False,9,1385.112329346846,1322.64919575592,,0.1542040475626894,0.988039023376751,0.3047192331091634,0.9524422234305676,135.132314289581,False,False,False,False,False
2013-07-11,True,True,False,7,False,False,False,10,1384.765938982628,1359.8622021648462,,0.1711770596101998,0.985240282501282,0.3373010691361842,0.9413968285264122,138.549392636714,False,False,False,False,False
2013-07-12,True,True,False,7,False,False,False,11,1326.8616313035402,1380.2267827770834,,0.1880994176117975,0.9821499931752292,0.3694836834473831,0.9292372181882051,101.447511461298,False,False,False,False,False
2013-07-13,True,True,True,7,False,False,False,12,1354.717013539311,1389.7544903952682,,0.2049661139694953,0.9787690698649216,0.4012289854475009,0.9159777842484876,141.233309883732,False,False,False,False,False
2013-07-14,True,True,True,7,False,False,False,13,1661.8613816349975,1407.0875595491016,,0.2217721575564818,0.975098513039961,0.4324994021339788,0.901634220265486,112.524365708762,False,False,False,False,False
2013-07-15,True,True,False,7,False,False,False,14,1786.553765281086,1443.3991078159486,,0.2385125751940764,0.9711394088771652,0.4632579225674917,0.88622350294858,161.264677322182,False,False,False,False,False
2013-07-16,True,True,False,7,False,False,False,15,1481.963405858342,1483.1193522781073,,0.2551824131233728,0.966892928939152,0.4934681416772373,0.8697638720650646,116.821358174215,False,False,False,False,False
2013-07-17,True,True,False,7,False,False,False,16,1375.2489950082645,1481.710304515453,,0.2717767384711357,0.9623603298276544,0.5230943033491326,0.8522748088519838,150.572919592838,False,False,False,False,False
2013-07-18,True,True,False,7,False,False,False,17,1477.670323685468,1494.9823594730012,,0.2882906407095177,0.957542952811672,0.5521013427459208,0.8337770129585915,101.90072129658,False,False,False,False,False
2013-07-19,True,True,False,7,False,False,False,18,1389.7541924313457,1503.9670110626878,,0.3047192331091634,0.9524422234305676,0.580454927809098,0.8142923779467267,161.63511518654,False,False,False,False,False
2013-07-20,True,True,True,7,False,False,False,19,1527.0763604307554,1528.589774904323,,0.321057654185271,0.9470596510722284,0.6081214998935418,0.7938439653781019,134.328076682024,False,False,False,False,False
2013-07-21,True,True,True,7,False,False,False,20,1788.236032269324,1546.643296423512,,0.3373010691361842,0.9413968285264122,0.6350683134867438,0.7724559775191742,66.2887578161955,False,False,False,False,False
