Date,Holiday,NextDayHoliday,IsWeekend,Month,KielerWeek,IsNewYearsEve,IsHalloween,t,lag_1,roll7_mean,roll28_mean,year_sin1,year_cos1,year_sin2,year_cos2,Product Category,Revenue
2013-07-01,True,True,False,7,False,False,False,0,,,,0.0,1.0,0.0,1.0,1,148.828353112183
2013-07-02,True,True,False,7,False,False,False,1,1269.24910731998,,,0.0172015754182605,0.9998520419557736,0.034398060613608,0.9994082116062598,1,159.79375714468
2013-07-03,True,True,False,7,False,False,False,2,1430.0083973267333,,,0.034398060613608,0.9994082116062598,0.0687554084811394,0.9976335468520452,1,111.885593514353
2013-07-04,True,True,False,7,False,False,False,3,1124.2748941201455,,,0.0515843668694083,0.9986686402879996,0.1030313790431787,0.9946781061893646,1,168.864940979931
2013-07-05,True,True,False,7,False,False,False,4,1184.3095670178782,,,0.0687554084811394,0.9976335468520452,0.1371854040566005,0.9905453876091832,1,171.280754117955
2013-07-06,True,True,True,7,False,False,False,5,1288.0230602120182,,,0.0859061042613327,0.9963032375991964,0.1711770596101998,0.985240282501282,1,174.552359998476
2013-07-07,True,True,True,7,False,False,False,6,1540.5298975581647,,,0.1030313790431787,0.9946781061893646,0.2049661139694953,0.9787690698649216,1,92.6377553788373
2013-07-08,True,True,False,7,False,False,False,7,1532.3729274131556,1338.3954072811537,,0.1201261651823505,0.9927586335250792,0.2385125751940764,0.9711394088771652,1,135.500244042392
2013-07-09,True,True,False,7,False,False,False,8,1203.9216946232325,1329.062919753047,,0.1371854040566005,0.9905453876091832,0.2717767384711357,0.9623603298276544,1,136.048382778344
2013-07-10,True,True,False,7,False,False,False,9,1385.112329346846,1322.64919575592,,0.1542040475626894,0.988039023376751,0.3047192331091634,0.9524422234305676,1,135.132314289581
2013-07-11,True,True,False,7,False,False,False,10,1384.765938982628,1359.8622021648462,,0.1711770596101998,0.985240282501282,0.3373010691361842,0.9413968285264122,1,138.549392636714
2013-07-12,True,True,False,7,False,False,False,11,1326.8616313035402,1380.2267827770834,,0.1880994176117975,0.9821499931752292,0.3694836834473831,0.9292372181882051,1,101.447511461298
2013-07-13,True,True,True,7,False,False,False,12,1354.717013539311,1389.7544903952682,,0.2049661139694953,0.9787690698649216,0.4012289854475009,0.9159777842484876,1,141.233309883732
2013-07-14,True,True,True,7,False,False,False,13,1661.8613816349975,1407.0875595491016,,0.2217721575564818,0.975098513039961,0.4324994021339788,0.901634220265486,1,112.524365708762
2013-07-15,True,True,False,7,False,False,False,14,1786.553765281086,1443.3991078159486,,0.2385125751940764,0.9711394088771652,0.4632579225674917,0.88622350294858,1,161.264677322182
2013-07-16,True,True,False,7,False,False,False,15,1481.963405858342,1483.1193522781073,,0.2551824131233728,0.966892928939152,0.4934681416772373,0.8697638720650646,1,116.821358174215
2013-07-17,True,True,False,7,False,False,False,16,1375.2489950082645,1481.710304515453,,0.2717767384711357,0.9623603298276544,0.5230943033491326,0.8522748088519838,1,150.572919592838
2013-07-18,True,True,False,7,False,False,False,17,1477.670323685468,1494.9823594730012,,0.2882906407095177,0.957542952811672,0.5521013427459208,0.8337770129585915,1,101.90072129658
2013-07-19,True,True,False,7,False,False,False,18,1389.7541924313457,1503.9670110626878,,0.3047192331091634,0.9524422234305676,0.580454927809098,0.8142923779467267,1,161.63511518654
2013-07-20,True,True,True,7,False,False,False,19,1527.0763604307554,1528.589774904323,,0.321057654185271,0.9470596510722284,0.6081214998935418,0.7938439653781019,1,134.328076682024
2013-07-21,True,True,True,7,False,False,False,20,1788.236032269324,1546.643296423512,,0.3373010691361842,0.9413968285264122,0.6350683134867438,0.7724559775191742,1,66.2887578161955
2013-07-22,True,True,False,7,False,False,False,21,1599.0157338099675,1519.8521490704952,,0.3534446712740877,0.9354554315134164,0.6612634749656386,0.7501537286959042,1,131.223948997842
2013-07-23,True,True,False,7,False,False,False,22,1532.438770398039,1527.062915433309,,0.3694836834473831,0.9292372181882051,0.6866759803451553,0.726963615332308,1,110.315246796665
2013-07-24,True,True,False,7,False,False,False,23,1511.4861602726614,1546.525367613937,,0.3854133594543256,0.9227440286201428,0.7112757519738152,0.7029130847082615,1,141.891908195545
2013-07-25,True,True,False,7,False,False,False,24,1579.1769061206978,1561.0263079618271,,0.4012289854475009,0.9159777842484876,0.7350336741329412,0.6780306024735382,1,167.701216640907
2013-07-26,True,True,False,7,False,False,False,25,1498.84454154252,1576.610643549138,,0.4169258813287287,0.908940487313808,0.7579216274973472,0.6523456189565257,1,147.272084366206
2013-07-27,True,True,True,7,False,False,False,26,1602.303163851975,1587.357329752169,,0.4324994021339788,0.901634220265486,0.7799125224167177,0.6258885343075018,1,161.403357795112
2013-07-28,True,True,True,7,False,False,False,27,1758.881047587065,1583.1637605118465,,0.4479449394078911,0.8940611451454876,0.8009803309782905,0.5986906625177214,1,86.0791432446654
2013-07-29,True,True,False,7,False,False,False,28,1755.8025904192964,1605.5618828846077,1476.8021367630513,0.4632579225674917,0.88622350294858,0.8211001178128892,0.5707841943569036,1,183.564164400591
2013-07-30,True,True,False,7,False,False,False,29,1581.050773432065,1612.5064547466116,1487.937910552769,0.4784338202547012,0.8781236129591848,0.8402480696078469,0.5422021592729844,1,132.111640117897
2013-07-31,True,True,False,7,False,False,False,30,1600.8473293204288,1625.27233603915,1494.0393009811153,0.4934681416772373,0.8697638720650646,0.8584015232918917,0.512978386299228,1,144.745431773143
2013-08-01,True,True,False,8,False,False,False,31,1560.649380745598,1622.6255466998498,1509.624104074881,0.5083564379375122,0.8611467540480452,0.8755389928586302,0.4831474640149687,1,157.854023011106
2013-08-02,True,True,False,8,False,False,False,32,1512.7538168934125,1624.6125860356915,1521.3542558561498,0.5230943033491326,0.8522748088519838,0.8916401947968874,0.452744699607371,1,117.359342094889
2013-08-03,True,False,True,8,False,False,False,33,1537.074863033557,1615.2942573473465,1530.2489630997766,0.5376773767406141,0.8431506618282,0.9066860720977984,0.4218060770826634,1,186.027178770079
2013-08-04,False,False,True,8,False,False,False,34,2022.0929783769384,1652.8959617458993,1547.4476445575897,0.5521013427459208,0.8337770129585915,0.9206588168102428,0.3903682146763026,1,104.708216687715
2013-08-05,False,False,False,8,False,False,False,35,1879.1788638421608,1670.5211436634515,1559.8335708586258,0.5663619330814524,0.8241566360566663,0.9335418911179212,0.3584683215124808,1,146.775309890073
2013-08-06,False,False,False,8,False,False,False,36,1353.5850885584,1638.0260458243563,1565.178692070596,0.580454927809098,0.8142923779467267,0.945320046913132,0.3261441535642696,1,131.956277381283
2013-08-07,False,False,False,8,False,False,False,37,1486.208899835055,1621.6491273264458,1568.7892838737464,0.5943761565849831,0.804187157621448,0.9559793438440766,0.2934339689665273,1,160.593417296116
2013-08-08,False,False,False,8,False,False,False,38,1528.2338963920583,1617.018343847369,1573.9131394955118,0.6081214998935418,0.7938439653781019,0.9655071658143364,0.2603764827344581,1,153.099424561652
2013-08-09,False,False,False,8,False,False,False,39,1499.007507138282,1615.0545853109215,1580.06120648961,0.6216868902665479,0.7832658619336791,0.9738922359149924,0.2270108209414184,1,125.620344387906
2013-08-10,False,False,True,8,False,False,False,40,1525.3931909835096,1613.3857750180578,1586.156784255474,0.6350683134867438,0.7724559775191742,0.981124629771712,0.1933764744102058,1,185.177162656408
2013-08-11,False,False,True,8,False,False,False,41,1662.2804720349804,1561.983988397778,1586.171751769759,0.6482618097757122,0.7614175109532997,0.9871957872910084,0.1595132519726365,1,73.2088330039992
2013-08-12,False,False,False,8,False,False,False,42,1725.3536746947912,1540.0089613767252,1583.9860342488198,0.6612634749656386,0.7501537286959042,0.992098522791769,0.1254612333527364,1,154.504729536697
2013-08-13,False,False,False,8,False,False,False,43,1371.9141698482772,1542.6274015609936,1580.0557043913177,0.6740694616546161,0.7386679638813748,0.9958270335100596,0.0912607217293118,1,134.064451548102
2013-08-14,False,False,False,8,False,False,False,44,1399.566054030156,1530.2498521602936,1580.9241707849565,0.6866759803451553,0.726963615332308,0.998376906467142,0.0569521960340397,1,156.972510536869
2013-08-15,False,False,False,8,False,False,False,45,1533.033368518948,1530.9354910355637,1582.9014223861525,0.6990793005655562,0.7150441465537444,0.9997451236925734,0.0225762630415454,1,164.763795399756
2013-08-16,False,False,False,8,False,False,False,46,1445.936606987924,1523.353933871227,1584.9079371917444,0.7112757519738152,0.7029130847082615,0.9999300657962056,-0.0118263906918325,1,147.79799759804
2013-08-17,False,False,True,8,False,False,False,47,1361.4457786798198,1499.9328749706997,1578.992559272068,0.7232617254437388,0.6905740195722294,0.9989315138848576,-0.0462150469837083,1,221.630418006017
2013-08-18,False,False,True,8,False,False,False,48,1701.8221409441326,1505.5816848148645,1575.906348867597,0.7350336741329412,0.6780306024735382,0.9967506498213928,-0.0805490042187416,1,92.489778506026
2013-08-19,False,False,False,8,False,False,False,49,1673.897714730906,1498.2308333914518,1578.5807053290591,0.746588114532413,0.6652865452111116,0.9933900548258936,-0.114787625522127,1,145.87913275728
2013-08-20,False,False,False,8,False,False,False,50,1376.837922891106,1498.9342266832846,1573.0235322038116,0.7579216274973472,0.6523456189565257,0.9888537064205885,-0.1488903868564548,1,111.842396126739
2013-08-21,False,False,False,8,False,False,False,51,1252.7861094515642,1477.9656631720572,1563.784244674487,0.7690308592589181,0.6392116531380588,0.98314697372215,-0.1828169249850199,1,125.336522713024
2013-08-22,False,False,False,8,False,False,False,52,1255.9019374005727,1438.375458726575,1552.2387100773392,0.7799125224167177,0.6258885343075018,0.976276611086932,-0.2165270852448143,1,132.916428220302
2013-08-23,False,False,False,8,False,False,False,53,1314.464436931448,1419.5937201470786,1545.6537063412293,0.7905633969115482,0.612380204990065,0.9682507501166718,-0.2499809690726521,1,162.958958703106
2013-08-24,False,False,True,8,False,False,False,54,1397.1021019374623,1424.687480612456,1538.32509698714,0.8009803309782905,0.5986906625177214,0.9590788900341132,-0.2831389812281835,1,201.543109556297
2013-08-25,False,False,True,8,False,False,False,55,1852.823512770426,1446.2591051590691,1541.6801850294028,0.8111602420785621,0.5848239578463322,0.9487718864399473,-0.3159618766579029,1,83.0226725739551
2013-08-26,False,False,False,8,False,False,False,56,1806.35854658638,1465.1820811384227,1543.4857548925131,0.8211001178128892,0.5707841943569036,0.9373419384643772,-0.3484108069446808,1,165.829031676714
2013-08-27,False,False,False,8,False,False,False,57,1335.476770356454,1459.273345062044,1534.7152547826695,0.8307970168121247,0.5565755266413303,0.9248025743285088,-0.3804473662878516,1,118.473650434102
2013-08-28,False,False,False,8,False,False,False,58,1206.956856917276,1452.7263089857172,1520.6477379111282,0.8402480696078469,0.5422021592729844,0.9111686353326632,-0.4120336369594263,1,108.876991442649
2013-08-29,False,False,False,8,False,False,False,59,1189.960146354768,1443.3060531220306,1507.4088366828848,0.8494504794814806,0.527668345562516,0.8964562582905575,-0.4431322341826345,1,178.178023803315
2013-08-30,False,False,False,8,False,False,False,60,1226.9744435244093,1430.8074826353109,1497.2024304911345,0.8584015232918917,0.512978386299228,0.8806828564301475,-0.47370635037968,1,133.150828452892
2013-08-31,False,False,True,8,False,False,False,61,1230.8254219210733,1407.053671204398,1486.264950451403,0.8670985522812081,0.4981366284784055,0.8638670987837349,-0.503719798736334,1,130.821314898435
2013-09-01,False,False,True,9,False,False,False,62,1407.8270071434235,1343.482741829112,1464.326880050206,0.8755389928586302,0.4831474640149687,0.8460288880917339,-0.533137056031809,1,95.9704314892471
2013-09-02,False,False,False,9,False,False,False,63,1357.25258961663,1279.3247479762906,1445.6866559707228,0.8837203473619977,0.4680153284438345,0.8271893372462497,-0.5619233046832195,1,138.408723210465
2013-09-03,False,False,False,9,False,False,False,64,987.9570966616532,1229.6790803056049,1432.6285134029818,0.8916401947968874,0.452744699607371,0.8073707443023492,-0.5900444739548627,1,138.825618927843
2013-09-04,False,False,False,9,False,False,False,65,1007.9367383256798,1201.2476347925196,1415.5473647776469,0.8992961915530253,0.4373400963303323,0.7865965660866021,-0.6174672802835514,1,100.221969526295
2013-09-05,False,False,False,9,False,False,False,66,1036.34927503851,1179.3032246044827,1397.9800568721628,0.9066860720977984,0.4218060770826634,0.7648913904341226,-0.6441592666722685,1,173.658100347255
2013-09-06,False,False,False,9,False,False,False,67,1104.1439817470637,1161.7560157791474,1383.8777881081908,0.9138076496466616,0.4061472386305788,0.742280907086982,-0.6700888411055113,1,171.415179710314
2013-09-07,False,False,True,9,False,False,False,68,1137.1523677303987,1148.3741508947655,1370.0120444205795,0.9206588168102428,0.3903682146763026,0.7187918772884232,-0.6952253139408722,1,186.034060963767
2013-09-08,False,False,True,9,False,False,False,69,1505.90119696105,1162.384749440141,1364.4270703107964,0.9272375462179536,0.374473674486883,0.6944521021088763,-0.719538934232584,1,88.8925958109828
2013-09-09,False,False,False,9,False,False,False,70,1496.3184718677348,1182.2513040474416,1356.247241638402,0.9335418911179212,0.3584683215124808,0.6692903895412567,-0.7430009249440493,1,169.359968504942
2013-09-10,False,False,False,9,False,False,False,71,1002.2125915332036,1184.2878033148058,1343.0436138414348,0.9395699859530622,0.342356891994542,0.6433365204044917,-0.765583517007675,1,89.6944536084346
2013-09-11,False,False,False,9,False,False,False,72,987.4006905061896,1181.3540821977356,1328.3234222870074,0.945320046913132,0.3261441535642696,0.6166212130956382,-0.7872599821916922,1,103.363686559795
2013-09-12,False,False,False,9,False,False,False,73,961.6294394395424,1170.6798199693117,1307.9161391056,0.9507903724625832,0.3098349038318025,0.5891760872322963,-0.8080046647350754,1,106.474399987548
2013-09-13,False,False,False,9,False,False,False,74,960.9185525439016,1150.21904436886,1290.5940657325991,0.9559793438440766,0.2934339689665273,0.5610336262283677,-0.8277930117131022,1,122.564626199915
2013-09-14,False,False,True,9,False,False,False,75,1044.4131932524783,1136.9705908720143,1279.2714733959083,0.9608854255574976,0.2769462022689364,0.5322271388474397,-0.8466016020976267,1,174.938807466572
2013-09-15,False,False,True,9,False,False,False,76,1388.0032063371368,1120.1280207828838,1268.0636543028015,0.9655071658143364,0.2603764827344581,0.5027907197793043,-0.8644081744776648,1,55.1960062296304
2013-09-16,False,False,False,9,False,False,False,77,1268.8126467225404,1087.6271886192849,1253.59633044536,0.969843196967294,0.2437297136096838,0.4727592092862775,-0.881191653407483,1,146.760234890658
2013-09-17,False,False,False,9,False,False,False,78,960.0831498039096,1081.6086969436712,1238.7122314065314,0.9738922359149924,0.2270108209414184,0.442168151967072,-0.8969321743510065,1,136.118044538363
2013-09-18,False,False,False,9,False,False,False,79,987.3440321601656,1081.600602894239,1229.232157217553,0.977653084481664,0.2102247521189836,0.4110537546870351,-0.911611107193024,1,152.255085210606
2013-09-19,False,False,False,9,False,False,False,80,958.5633732228488,1081.1625934347117,1218.6129227826343,0.981124629771712,0.1933764744102058,0.3794528437245443,-0.925211078289358,1,148.674992078993
2013-09-20,False,False,False,9,False,False,False,81,995.0860624572204,1086.0436662794714,1207.2065522656976,0.984305844499033,0.1764709734915216,0.3474028211842774,-0.9377159910299092,1,110.159250328825
2013-09-21,False,False,True,9,False,False,False,82,1070.2218759478335,1089.7306209502365,1195.5322584803537,0.9871957872910084,0.1595132519726365,0.3149416207289519,-0.9491110448902284,1,178.263887943827
2013-09-22,False,False,True,9,False,False,False,83,1299.6943900674814,1077.1150757688572,1175.7776469552484,0.9897936029670716,0.1425083279161708,0.2821076626819194,-0.9593827529490744,1,86.6668973821597
2013-09-23,False,False,False,9,False,False,False,84,1344.3393186626458,1087.9046003317292,1159.2769602436863,0.992098522791769,0.1254612333527364,0.2489398085537665,-0.9685189578512204,1,111.128410563554
2013-09-24,False,False,False,9,False,False,False,85,932.4657789829656,1083.959261643023,1144.8837105517762,0.9941098647022418,0.108377012791876,0.2154773150467301,-0.976508846196619,1,139.64144576808
2013-09-25,False,False,False,9,False,False,False,86,914.674222334868,1073.5778602394091,1134.4450450309755,0.9958270335100596,0.0912607217293118,0.1817597875913753,-0.9833429613388902,1,117.94119333604
2013-09-26,False,False,False,9,False,False,False,87,966.9209453477748,1074.7717991143986,1126.4793592807262,0.9972495210773452,0.0741174251509443,0.1478271334705304,-0.9890132145779884,1,203.314345156607
2013-09-27,False,False,False,9,False,False,False,88,1004.2437101233692,1076.080034495277,1118.524690230689,0.998376906467142,0.0569521960340397,0.1137195145859496,-0.9935128947338008,1,135.507291692088
2013-09-28,False,False,True,9,False,False,False,89,952.7399318195728,1059.296899619811,1108.593065584207,0.9992088560679752,0.0397701138460557,0.0794772999236209,-0.9968366760893436,1,134.613756840197
2013-09-29,False,False,True,9,False,False,False,90,1350.0529134563585,1066.4909743896508,1106.529705095383,0.9997451236925734,0.0225762630415454,0.0451410177739719,-0.998980624694158,1,68.6316896995448
2013-09-30,False,False,False,9,False,False,False,91,1220.5425667105287,1048.8057241107767,1101.647204277308,0.9999855506507186,0.0053757315575838,0.0107513077635219,-0.9999422030204416,1,156.502435955326
2013-10-01,False,False,False,10,False,False,False,92,1088.6628318742476,1071.1195888095313,1105.243837677758,0.9999300657962056,-0.0118263906918325,-0.0236511272452315,-0.9997202729664084,1,123.397540137977
2013-10-02,False,False,False,10,False,False,False,93,1035.0741960123707,1088.3195850491743,1106.2130325951396,0.9995786855478958,-0.0290250133219752,-0.0580255693287803,-0.9983150972033183,1,196.720969158391
2013-10-03,False,True,False,10,False,False,False,94,1219.56837465919,1124.4120749508054,1112.7565718673068,0.9989315138848576,-0.0462150469837083,-0.0923313336953912,-0.9957283388645872,1,75.2337302417469
2013-10-04,True,True,False,10,False,False,False,95,1449.987021613767,1188.089690878005,1125.108109005403,0.9979887423155984,-0.0633914048695103,-0.1265278168386831,-0.9919630595773395,1,156.066122625816
2013-10-05,True,True,True,10,False,False,False,96,1192.034068278957,1222.27456751506,1127.0681697392804,0.9967506498213928,-0.0805490042187416,-0.1605745445949937,-0.9870237158387384,1,152.280762053885
2013-10-06,True,True,True,10,False,False,False,97,1303.8838669989625,1215.6789894497176,1119.8532650977777,0.9952176027737294,-0.0976827678217159,-0.1944312200476619,-0.9809161537413774,1,92.4805772695364
2013-10-07,True,True,False,10,False,False,False,98,1323.0779850281535,1230.3269063522357,1113.6661048535066,0.9933900548258936,-0.114787625522127,-0.2280577712215198,-0.9736476020539838,1,124.841544023845
2013-10-08,True,True,False,10,False,False,False,99,1032.7783396125972,1222.343407457714,1114.757738713485,0.9912685467787256,-0.1318585157173911,-0.2614143985111562,-0.965226663665613,1,96.867100978839
2013-10-09,True,True,False,10,False,False,False,100,920.066699108027,1205.9137650428077,1112.3529533064077,0.9888537064205885,-0.1488903868564548,-0.2944616217868012,-0.9556633054034704,1,149.761758936995
2013-10-10,True,True,False,10,False,False,False,101,1035.1309532188438,1179.565561979901,1114.9780073699542,0.986146248341595,-0.1658781989346314,-0.3271603271220951,-0.9449688462364056,1,119.300284972145
2013-10-11,True,True,False,10,False,False,False,102,963.064799775484,1110.005244574432,1115.0546590567965,0.98314697372215,-0.1828169249850199,-0.3594718130884232,-0.9331559438780432,1,123.2348187168
2013-10-12,True,True,True,10,False,False,False,103,942.7444736561224,1074.3924453425986,1111.4236333569263,0.9798567700958664,-0.1997015525660636,-0.3913578365610259,-0.9202385798054076,1,140.262421715801
2013-10-13,True,True,True,10,False,False,False,104,1129.137465971895,1049.4286737673033,1102.1784283438822,0.976276611086932,-0.2165270852448143,-0.4227806579826773,-0.9062320427107696,1,42.9967926268111
2013-10-14,True,True,False,10,False,False,False,105,1080.0464069199502,1014.7098768947028,1095.436776922361,0.9724075561219968,-0.2332885440754551,-0.4537030860313442,-0.8911529104063088,1,109.863744271226
2013-10-15,True,True,False,10,False,False,False,106,916.6677541944356,998.122650406394,1093.8862270791656,0.9682507501166718,-0.2499809690726521,-0.4840885216389758,-0.8750190302029955,1,130.431802598324
2013-10-16,True,True,False,10,False,False,False,107,925.601083044974,998.9132766831008,1091.681121753623,0.9638074231367308,-0.2665994206792935,-0.5139010013093103,-0.8578494977869301,1,146.070583461057
2013-10-17,True,True,False,10,False,False,False,108,994.0460487740608,993.0440046195604,1092.9483601661664,0.9590788900341132,-0.2831389812281835,-0.5431052396834317,-0.8396646346181327,1,89.9411837855476
2013-10-18,True,False,False,10,False,False,False,109,883.4950863629008,981.6769027034768,1088.9629681627978,0.9540665500578388,-0.2995947563972602,-0.5716666713027052,-0.8204859638785327,1,111.233698203856
2013-10-19,False,False,True,10,False,False,False,110,947.0985668945708,982.2989160232554,1084.5657071251812,0.9487718864399473,-0.3159618766579029,-0.5995514915196489,-0.8003361849976323,1,121.590860465012
2013-10-20,False,False,True,10,False,False,False,111,1062.920368941858,972.83933073325,1076.1094920849805,0.9431964659565866,-0.3322354987159043,-0.6267266965083301,-0.7792391467859886,1,70.1419855298474
2013-10-21,False,False,False,10,False,False,False,112,1046.0775401777223,967.9866354843604,1065.4572857105188,0.9373419384643772,-0.3484108069446808,-0.65316012232693,-0.7572198192083127,1,122.987868193302
2013-10-22,False,False,False,10,False,False,False,113,852.7855280984027,958.860603184927,1062.6115624646416,0.9312100364121948,-0.3644830148102912,-0.6788204829862355,-0.734304263829602,1,111.927088663048
2013-10-23,False,False,False,10,False,False,False,114,956.7944758371692,963.3168021552408,1064.115857232581,0.9248025743285088,-0.3804473662878516,-0.7036774074790128,-0.7105196029692745,1,125.816016210178
2013-10-24,False,False,False,10,False,False,False,115,958.0694758951812,958.177291743972,1063.7997333235596,0.9181214482844364,-0.3962991372689181,-0.7277014757264236,-0.6858939875998223,1,123.163406361057
2013-10-25,False,False,False,10,False,False,False,116,1010.5301005647036,976.3251509156582,1064.024247267893,0.9111686353326632,-0.4120336369594263,-0.7508642533989489,-0.6604565640279754,1,113.661858634409
2013-10-26,False,False,True,10,False,False,False,117,954.728693015921,977.415168932994,1064.0952744534768,0.9039461929224012,-0.4276462092677746,-0.7731383255706026,-0.6342374393978054,1,161.678805315967
2013-10-27,False,False,True,10,False,False,False,118,1096.52536822654,982.21588311652,1055.0407192666978,0.8964562582905575,-0.4431322341826345,-0.7944973291665992,-0.6072676460566135,1,102.355195816072
2013-10-28,False,False,False,10,False,False,False,119,1338.5660394232696,1023.9999544373125,1059.2558432921528,0.8887010478292915,-0.4584871291400876,-0.8149159841660791,-0.5795791048257612,1,129.482192717092
