id,Revenue
1808011,131.97116161234788
1808021,131.77161631260353
1808031,131.53826003853345
1808041,176.97825262218421
1808051,176.6771669578159
1808061,130.63502391809186
1808071,130.26629241954674
1808081,129.86385463722874
1808091,129.42783384262458
1808101,128.95838739068637
1808111,174.1629135930752
1808121,173.6272237406145
1808131,127.35157674924369
1808141,126.75067895547025
1808151,126.11764906153304
1808161,125.45284570470113
1808171,124.7566601768408
1808181,169.73672303167984
1808191,168.97907584307367
1808201,122.48420558887226
1808211,121.66704418669492
1808221,120.82093318212844
1808231,119.94645106407478
1808241,119.04420573367845
1808251,163.82204086455704
1808261,162.86620741792782
1808271,116.17739778751587
1808281,115.1707451008303
1808291,114.13978767759886
1808301,113.0852961203569
1808311,112.00806556388493
1809011,161.3038319831629
1809021,160.1836028535543
1809031,113.33595206368064
1809041,112.17617837403395
1809051,110.99797984767963
1809061,109.80228075813537
1809071,108.59002366302327
1809081,153.06937538168089
1809091,151.82689814077452
1809101,104.86358336323299
1809111,103.59485062750636
1809121,102.31451179834073
1809131,101.02359780445008
1809141,99.72315059014639
1809151,144.12142897925682
1809161,142.80507971550435
1809171,95.77517115479505
1809181,94.44719213652684
1809191,93.11501603521774
1809201,91.77972746792472
1809211,90.44241418459745
1809221,134.81137287976836
1809231,133.47328018981563
1809241,86.42922635129344
1809251,85.09471404748422
1809261,83.76362244449845
1809271,82.4370338924139
1809281,81.11602581860288
1809291,125.5088765516478
1809301,124.20223634006582
1810011,81.88487120300026
1810021,80.59682116986528
1810031,79.3196253355549
1810041,78.05430797287286
1810051,76.80188065459757
1810061,121.27054815336882
1810071,120.04687954521904
1810081,73.13184199211521
1810091,71.94079973052402
1810101,70.76747826715611
1810111,69.612791257194
1810121,68.47763259194556
1810131,113.07008243409241
1810141,111.97657846450853
1810151,65.19794981584707
1810161,64.14941621972996
1810171,63.12455236851045
1810181,62.12411496671736
1810191,61.148834998920506
1810201,105.9066239519742
1810211,104.98374525539418
1810221,58.380848414840756
1810231,57.51296836530453
1810241,56.67349004472671
1810251,55.86297566291151
1810261,55.0819571922157
1810271,100.03814281771083
1810281,99.31758861030578
1810291,52.92073289752872
1810301,52.26239585828803
1811011,55.728829548752266
1811021,55.16653912533595
1811031,100.34406484192066
1811041,99.84723387674141
1811051,53.67625360975083
1811061,53.24571148070853
1811071,52.84854007359273
1811081,52.48484490159457
1811091,52.15469741857344
1811101,97.5653419940594
1811111,97.30236811467485
1811121,51.3657452860551
1811131,51.16982316096517
1811141,51.007296893434415
1811151,50.87803519285346
1811161,50.78187360359721
1811171,96.42582174694577
1811181,96.39523578786344
1811191,50.689853600404824
1811201,50.72379515713757
1811211,50.78952814209763
1811221,50.886696260919095
1811231,51.0149127734032
1811241,96.88096798500315
1811251,97.07000195949323
1811261,51.58153992630434
1811271,51.829492907633615
1811281,52.106123564565976
1811291,52.41087473557894
1811301,52.74316319242848
1812011,103.49729751132149
1812021,103.88281035125672
1812031,58.586755038101984
1812041,59.022865745497995
1812051,59.483233696926476
1812061,59.96713589195548
1812071,60.47382904313052
1812081,106.70975745951917
1812091,107.25972613872175
1812101,62.12293654039077
1812111,62.71298756594216
1812121,63.32184174328765
1812131,63.94865408956835
1812141,64.5925661765122
1812151,110.95991413427589
1812161,111.63540185544593
1812171,66.61813687211423
1812181,67.32163143059209
1812191,68.03776876248679
1812201,68.76563202502044
1812211,69.50429843512924
1812221,115.96004733312579
1812231,116.71753343753338
1812241,71.7758227639532
1812271,74.11101672679457
1812281,74.8992000922112
1812291,121.39792997817501
1812301,122.19186589913696
1812311,77.28008636116498
1901021,27.5122078688752
1901031,28.306200087372822
1901041,29.097848806394587
1901051,75.59348350377122
1901061,76.37782437619586
1901071,31.450018147246347
1901081,32.22363904599161
1901091,32.99065495503254
1901101,33.75025620101979
1901111,34.50164951237681
1901121,80.95126588023476
1901131,81.68393358444342
1901141,36.69891385780296
1901151,37.40990171335236
1901161,38.10899193375004
1901171,38.795507695980255
1901181,39.46879435631535
1901191,85.83542713174914
1901201,86.48038393998277
1901211,41.40308087133238
1901221,42.017372817626864
1901231,42.615519257370124
1901241,43.1970126706479
1901251,43.76137210896183
1901261,90.01535065646482
1901271,90.54410804494445
1901281,45.34724589619387
1901291,45.83880811711467
1901301,46.31124644710701
1901311,46.76424863151264
1902011,51.88524190827212
1902021,98.0057595744313
1902031,98.39887432047395
1902041,53.06439257264378
1902051,53.41656479423691
1902061,53.748050775592944
1902071,54.058747548548055
1902081,54.34858245113256
1902091,100.324720079593
1902101,100.57273439069559
1902111,55.092643428565005
1902121,55.29890920202083
1902131,55.48440271258659
1902141,55.64923160755962
1902151,55.7935329842368
1902161,101.62468008268804
1902171,101.72845413034426
1902181,56.10507881296206
1902191,56.169219898233486
1902201,56.213950012519106
1902211,56.239576045393
1902221,56.2464317083919
1902231,101.94208398565362
1902241,101.91250474000091
1902251,56.15810494931818
1902261,56.09373409976935
1902271,56.01264473661076
1902281,55.915319647557375
1903011,60.48997436704768
1903021,106.06892276921735
1903031,105.92600943872307
1903041,60.06180306073135
1903051,59.89130578219262
1903061,59.707917575252125
1903071,59.512263239668755
1903081,59.30498457111436
1903091,104.79394643350501
1903101,104.56540799937211
1903111,58.62005663355761
1903121,58.373006947202654
1903131,58.117765023188724
1903141,57.85505528837811
1903151,57.585612559681536
1903161,103.01738800225073
1903171,102.73672026393965
1903181,56.74436926144555
1903191,56.45551514521537
1903211,55.869766867181006
1903221,55.574427283938256
1903231,100.98569163104038
1903241,100.68992800005786
1903251,54.68791838750913
1903261,54.39485763238725
1903271,54.1043175427485
1903281,53.81707368682772
1903291,53.53389737580559
1903301,98.96276157660083
1903311,98.69001201888611
1904011,57.404111133459935
1904021,57.144796378938935
1904041,56.65036214231899
1904051,56.41667922606209
1904061,101.9001637636586
1904071,101.68708863009411
1904081,55.77812631161033
1904091,55.58834797629065
1904101,55.41118775103016
1904111,55.247269680175734
1904121,55.09719989276164
1904131,100.66877271649412
1904141,100.54814200244344
1904151,54.73585513562793
1904161,54.64685225830813
1904171,54.574430706949094
1904181,54.51907213794538
1904201,100.16856017294825
1904211,100.16704379123442
1904221,54.47707013622739
1904231,54.513411714738076
1904241,54.56919376999316
1904251,54.644721618070236
1904261,54.74027320510408
1904271,100.56330562295209
1904281,100.69962684679811
1904291,55.149430169386235
1904301,55.327293858197415
1905021,60.43380242108768
1905031,60.67491848307988
1905041,106.64445717730783
1905051,106.92802028689607
1905061,61.525593272441
1905071,61.851545185103774
1905081,62.19859380494847
1905091,62.56663347878336
1905101,62.95552818338011
1905111,109.07231855115482
1905121,109.50239412118029
1905131,64.24552828960739
1905141,64.71587848519154
1905151,65.20595156974332
1905161,65.71543193744783
1905171,66.24397483861455
1905181,112.49841366462951
1905191,113.06393245666897
1905201,67.94010111194355
1905211,68.54087581286228
1905221,69.15856467863192
1905231,69.79265611293471
1905241,70.44261237294883
1905251,116.81507709618872
1905261,117.49504804743455
1905271,72.48191255923363
1905281,73.18944819108181
1905291,73.90978860652436
1905301,74.64225214154749
1905311,75.38613558926019
1906011,126.5356320987726
1906021,127.30016348015359
1906031,82.36667681403694
1906041,83.14880465696679
1906051,83.93854126682189
1906061,84.73507135133177
1906071,85.53756402615541
1906081,132.05238071852986
1906091,132.86424827830362
1906101,87.97229476939742
1906111,88.79005046637646
1906121,89.60941405496455
1906131,90.42948150948057
1906141,91.24934017182088
1906151,137.77527676784803
1906161,138.59195062286184
1906171,93.69842954906791
1906181,94.50819092960823
1906191,95.31308799787712
1906201,96.11217878500374
1906211,96.90452026003805
1906221,143.39637639862272
1906231,144.17239144176077
1906241,99.23162581753728
1906251,99.98755725031526
1906261,100.73204705609348
1906271,101.46416909688439
1906281,102.1830039186352
1906291,148.59484680847328
1906301,149.28438103289335
1907011,108.93842389145414
1907021,109.59508714040074
1907031,110.23400421027551
1907041,110.8543184566492
1907051,111.45518739389144
1907061,157.74299067770136
1907071,158.3025032597884
1907081,113.13293118767619
1907091,113.64791257428266
1907111,114.606907973159
1907121,115.0494695150431
1907131,161.17368136970987
1907141,161.56445833621513
1907151,116.22115265493132
1907161,116.55755481993455
1907171,116.86585955260752
1907181,117.14549440968196
1907191,117.39591355064027
1907201,163.32380540068118
1907211,163.51426547131953
1907221,117.96683181197923
1907231,118.09548561763611
1907241,118.1926169917736
1907251,118.25785333812077
1907261,118.29085290634274
1907271,163.99851222814712
1907281,163.96613870614095
1907291,118.19348582906608
1907301,118.09475353874616
1808012,420.77036304175965
1808022,420.57081774201527
1808032,420.3374614679452
1808042,465.77745405159595
1808052,465.47636838722764
1808062,419.4342253475036
1808072,419.06549384895845
1808082,418.6630560666404
1808092,418.22703527203635
1808102,417.7575888200981
1808112,462.96211502248696
1808122,462.4264251700262
1808132,416.1507781786554
1808142,415.549880384882
1808152,414.9168504909448
1808162,414.25204713411284
1808172,413.5558616062525
1808182,458.53592446109155
1808192,457.7782772724854
1808202,411.283407018284
1808212,410.4662456161066
1808222,409.6201346115402
1808232,408.7456524934865
1808242,407.8434071630902
1808252,452.6212422939688
1808262,451.66540884733956
1808272,404.97659921692764
1808282,403.96994653024205
1808292,402.93898910701057
1808302,401.88449754976864
1808312,400.80726699329665
1809012,450.1030334125746
1809022,448.982804282966
1809032,402.1351534930924
1809042,400.9753798034457
1809052,399.79718127709134
1809062,398.6014821875471
1809072,397.389225092435
1809082,441.8685768110926
1809092,440.6260995701862
1809102,393.6627847926447
1809112,392.3940520569181
1809122,391.11371322775244
1809132,389.8227992338618
1809142,388.5223520195581
1809152,432.92063040866856
1809162,431.6042811449161
1809172,384.57437258420674
1809182,383.24639356593855
1809192,381.9142174646295
1809202,380.5789288973365
1809212,379.24161561400916
1809222,423.61057430918004
1809232,422.27248161922734
1809242,375.2284277807052
1809252,373.893915476896
1809262,372.5628238739102
1809272,371.23623532182563
1809282,369.9152272480146
1809292,414.30807798105957
1809302,413.00143776947755
1810012,370.684072632412
1810022,369.396022599277
1810032,368.1188267649666
1810042,366.85350940228454
1810052,365.6010820840093
1810062,410.06974958278056
1810072,408.84608097463075
1810082,361.9310434215269
1810092,360.7400011599358
1810102,359.5666796965678
1810112,358.41199268660574
1810122,357.2768340213573
1810132,401.8692838635041
1810142,400.7757798939203
1810152,353.9971512452588
1810162,352.9486176491417
1810172,351.9237537979222
1810182,350.9233163961291
1810192,349.9480364283322
1810202,394.7058253813859
1810212,393.7829466848059
1810222,347.1800498442525
1810232,346.3121697947162
1810242,345.47269147413846
1810252,344.66217709232325
1810262,343.88115862162743
1810272,388.8373442471226
1810282,388.1167900397175
1810292,341.71993432694046
1810302,341.0615972876997
1811012,344.52803097816394
1811022,343.96574055474764
1811032,389.1432662713324
1811042,388.64643530615314
1811052,342.47545503916257
1811062,342.0449129101203
1811072,341.64774150300445
1811082,341.28404633100627
1811092,340.95389884798516
1811102,386.3645434234711
1811112,386.10156954408654
1811122,340.1649467154668
1811132,339.9690245903769
1811142,339.80649832284615
1811152,339.6772366222652
1811162,339.5810750330089
1811172,385.2250231763575
1811182,385.19443721727515
1811192,339.48905502981654
1811202,339.5229965865493
1811212,339.58872957150936
1811222,339.6858976903308
1811232,339.81411420281495
1811242,385.6801694144149
1811252,385.86920338890496
1811262,340.38074135571605
1811272,340.6286943370453
1811282,340.9053249939777
1811292,341.21007616499065
1811302,341.5423646218402
1812012,392.2964989407332
1812022,392.68201178066846
1812032,347.3859564675137
1812042,347.8220671749097
1812052,348.2824351263382
1812062,348.7663373213672
1812072,349.27303047254225
1812082,395.50895888893086
1812092,396.05892756813347
1812102,350.92213796980246
1812112,351.5121889953539
1812122,352.1210431726994
1812132,352.7478555189801
1812142,353.3917676059239
1812152,399.75911556368766
1812162,400.4346032848577
1812172,355.41733830152594
1812182,356.1208328600038
1812192,356.8369701918985
1812202,357.5648334544322
1812212,358.3034998645409
1812222,404.75924876253754
1812232,405.5167348669451
1812242,360.5750241933649
1812272,362.91021815620627
1812282,363.69840152162294
1812292,410.19713140758677
1812302,410.9910673285487
1812312,366.0792877905767
1901022,316.3114092982869
1901032,317.1054015167845
1901042,317.89705023580626
1901052,364.392684933183
1901062,365.17702580560757
1901072,320.24921957665805
1901082,321.02284047540337
1901092,321.7898563844443
1901102,322.54945763043156
1901112,323.3008509417885
1901122,369.7504673096465
1901132,370.48313501385513
1901142,325.4981152872147
1901152,326.20910314276404
1901162,326.9081933631618
1901172,327.594709125392
1901182,328.26799578572707
1901192,374.63462856116087
1901202,375.2795853693945
1901212,330.2022823007441
1901222,330.81657424703855
1901232,331.41472068678183
1901242,331.9962141000596
1901252,332.56057353837355
1901262,378.8145520858765
1901272,379.3433094743562
1901282,334.14644732560555
1901292,334.63800954652635
1901302,335.1104478765188
1901312,335.56345006092437
1902012,340.6844433376839
1902022,386.80496100384306
1902032,387.1980757498857
1902042,341.8635940020555
1902052,342.21576622364864
1902062,342.54725220500467
1902072,342.8579489779598
1902082,343.1477838805443
1902092,389.1239215090048
1902102,389.3719358201073
1902112,343.8918448579767
1902122,344.0981106314326
1902132,344.2836041419983
1902142,344.4484330369713
1902152,344.59273441364854
1902162,390.42388151209974
1902172,390.527655559756
1902182,344.9042802423738
1902192,344.9684213276452
1902202,345.01315144193086
1902212,345.0387774748047
1902222,345.04563313780363
1902232,390.74128541506536
1902242,390.71170616941265
1902252,344.95730637872987
1902262,344.89293552918105
1902272,344.81184616602246
1902282,344.7145210769691
1903012,349.2891757964594
1903022,394.86812419862906
1903032,394.7252108681348
1903042,348.8610044901431
1903052,348.6905072116043
1903062,348.5071190046639
1903072,348.3114646690805
1903082,348.10418600052606
1903092,393.59314786291674
1903102,393.36460942878387
1903112,347.41925806296933
1903122,347.1722083766144
1903132,346.91696645260043
1903142,346.65425671778985
1903152,346.3848139890933
1903162,391.8165894316624
1903172,391.5359216933514
1903182,345.5435706908573
1903192,345.2547165746271
1903212,344.66896829659277
1903222,344.37362871334994
1903232,389.7848930604521
1903242,389.4891294294696
1903252,343.4871198169209
1903262,343.19405906179895
1903272,342.9035189721602
1903282,342.6162751162395
1903292,342.33309880521733
1903302,387.76196300601254
1903312,387.48921344829785
1904012,346.20331256287164
1904022,345.9439978083507
1904042,345.4495635717307
1904052,345.21588065547377
1904062,390.6993651930703
1904072,390.48629005950585
1904082,344.57732774102203
1904092,344.3875494057024
1904102,344.2103891804419
1904112,344.04647110958746
1904122,343.8964013221734
1904132,389.4679741459058
1904142,389.34734343185517
1904152,343.53505656503967
1904162,343.4460536877198
1904172,343.37363213636087
1904182,343.3182735673571
1904202,388.96776160236
1904212,388.96624522064616
1904222,343.27627156563915
1904232,343.3126131441498
1904242,343.36839519940486
1904252,343.4439230474819
1904262,343.53947463451584
1904272,389.36250705236387
1904282,389.49882827620985
1904292,343.94863159879793
1904302,344.12649528760915
1905022,349.2330038504994
1905032,349.4741199124916
1905042,395.44365860671957
1905052,395.72722171630784
1905062,350.3247947018527
1905072,350.65074661451547
1905082,350.99779523436024
1905092,351.3658349081951
1905102,351.75472961279183
1905112,397.8715199805666
1905122,398.30159555059197
1905132,353.04472971901913
1905142,353.51507991460323
1905152,354.00515299915503
1905162,354.5146333668596
1905172,355.04317626802623
1905182,401.29761509404125
1905192,401.86313388608073
1905202,356.73930254135524
1905212,357.340077242274
1905222,357.95776610804364
1905232,358.5918575423464
1905242,359.2418138023605
1905252,405.61427852560047
1905262,406.2942494768463
1905272,361.28111398864536
1905282,361.98864962049356
1905292,362.7089900359361
1905302,363.44145357095925
1905312,364.18533701867193
1906012,415.33483352818433
1906022,416.09936490956534
1906032,371.1658782434487
1906042,371.9480060863785
1906052,372.7377426962336
1906062,373.5342727807435
1906072,374.33676545556716
1906082,420.8515821479416
1906092,421.6634497077153
1906102,376.7714961988092
1906112,377.58925189578815
1906122,378.4086154843763
1906132,379.2286829388923
1906142,380.04854160123256
1906152,426.5744781972598
1906162,427.3911520522736
1906172,382.49763097847966
1906182,383.30739235901996
1906192,384.1122894272889
1906202,384.9113802144155
1906212,385.7037216894498
1906222,432.19557782803446
1906232,432.9715928711725
1906242,388.030827246949
1906252,388.786758679727
1906262,389.5312484855052
1906272,390.2633705262961
1906282,390.98220534804693
1906292,437.394048237885
1906302,438.08358246230506
1907012,397.7376253208659
1907022,398.39428856981243
1907032,399.03320563968725
1907042,399.6535198860609
1907052,400.2543888233032
1907062,446.5421921071131
1907072,447.1017046892002
1907082,401.9321326170879
1907092,402.44711400369437
1907112,403.40610940257073
1907122,403.84867094445485
1907132,449.9728827991216
1907142,450.3636597656269
1907152,405.02035408434307
1907162,405.3567562493463
1907172,405.66506098201927
1907182,405.9446958390937
1907192,406.195114980052
1907202,452.12300683009295
1907212,452.31346690073127
1907222,406.76603324139097
